video_id,label,start_time,end_time,total_time
5AW54,c149,0.00,27.00,26.38
5AW54,c152,3.40,16.00,26.38
10ND1,c009,0.00,5.60,33.88
10ND1,c061,17.30,28.60,33.88
10ND1,c062,28.20,34.90,33.88
10ND1,c147,30.10,35.00,33.88
10ND1,c119,1.40,5.90,33.88
10ND1,c063,3.90,15.10,33.88
OWXLM,c039,0.00,13.90,30.88
OWXLM,c001,4.70,10.70,30.88
OWXLM,c011,13.80,31.80,30.88
OWXLM,c011,10.70,21.00,30.88
OWXLM,c004,13.60,26.00,30.88
OWXLM,c014,0.00,32.00,30.88
OWXLM,c154,8.70,32.00,30.88
OWXLM,c000,0.00,13.10,30.88
OWXLM,c016,9.10,18.90,30.88
OWXLM,c042,0.00,32.00,30.88
J26CF,c026,0.00,38.00,37.25
J26CF,c032,0.00,38.00,37.25
J26CF,c051,0.00,30.20,37.25
J26CF,c052,2.10,30.20,37.25
J26CF,c059,0.00,38.00,37.25
J26CF,c011,0.00,38.00,37.25
58Z9R,c102,0.00,32.00,30.62
58Z9R,c008,0.00,8.60,30.62
58Z9R,c153,21.60,32.00,30.62
58Z9R,c127,0.00,25.60,30.62
58Z9R,c098,0.00,32.00,30.62
13AUQ,c065,0.00,19.50,25.38
13AUQ,c067,0.00,19.50,25.38
13AUQ,c020,5.50,21.50,25.38
13AUQ,c130,14.50,21.40,25.38
13AUQ,c156,0.00,19.50,25.38
13AUQ,c141,4.50,15.30,25.38
13AUQ,c008,4.50,15.30,25.38
13AUQ,c066,0.00,26.00,25.38
13AUQ,c009,4.50,15.30,25.38
13AUQ,c097,4.50,15.30,25.38
5LAQN,c065,10.50,25.60,25.29
5LAQN,c106,0.00,9.10,25.29
5LAQN,c009,3.30,9.10,25.29
5LAQN,c156,5.20,26.00,25.29
5LAQN,c107,0.00,9.00,25.29
5LAQN,c061,4.50,20.20,25.29
5LAQN,c097,5.70,13.50,25.29
67DPO,c076,2.30,8.00,6.62
67DPO,c154,0.00,8.00,6.62
67DPO,c113,0.50,5.20,6.62
67DPO,c079,1.80,8.00,6.62
JSS05,c065,1.80,31.00,30.08
JSS05,c067,6.10,18.80,30.08
JSS05,c067,5.50,12.70,30.08
ZOL0R,c126,10.40,22.40,31.83
ZOL0R,c141,0.10,7.30,31.83
ZOL0R,c000,6.10,16.20,31.83
ZOL0R,c003,9.50,14.80,31.83
ZOL0R,c154,0.00,33.00,31.83
ZOL0R,c008,3.70,10.40,31.83
ZOL0R,c001,15.20,20.50,31.83
0FVYR,c011,19.90,25.00,37.42
0FVYR,c106,22.20,27.50,37.42
0FVYR,c151,14.90,21.90,37.42
0FVYR,c059,18.40,22.80,37.42
0FVYR,c113,10.20,16.00,37.42
0FVYR,c008,12.60,17.40,37.42
0FVYR,c112,10.50,18.70,37.42
0FVYR,c141,0.00,5.70,37.42
IG1YT,c105,20.80,26.90,30.17
IG1YT,c154,5.40,11.80,30.17
IG1YT,c001,16.10,21.60,30.17
IG1YT,c011,0.00,11.20,30.17
IG1YT,c155,13.60,20.30,30.17
IG1YT,c051,0.00,11.10,30.17
IG1YT,c059,0.00,11.10,30.17
IG1YT,c080,10.70,16.20,30.17
IG1YT,c002,13.70,19.80,30.17
IG1YT,c003,16.00,21.00,30.17
DEY6U,c145,0.00,35.00,33.50
DEY6U,c059,0.00,35.00,33.50
DEY6U,c011,0.00,35.00,33.50
DEY6U,c126,12.10,18.80,33.50
DEY6U,c014,0.00,35.00,33.50
DEY6U,c010,0.00,35.00,33.50
KQLIJ,c116,10.90,16.60,30.62
KQLIJ,c015,0.00,8.30,30.62
KQLIJ,c126,11.00,16.60,30.62
KQLIJ,c087,0.00,8.70,30.62
KQLIJ,c087,9.30,17.50,30.62
KQLIJ,c145,4.40,15.50,30.62
KQLIJ,c016,0.00,8.60,30.62
KQLIJ,c016,6.60,17.80,30.62
1VMZM,c137,4.90,14.30,28.17
1VMZM,c003,12.20,23.30,28.17
1VMZM,c150,22.80,28.30,28.17
1VMZM,c097,5.60,10.40,28.17
1VMZM,c001,12.20,20.90,28.17
1VMZM,c000,5.60,19.70,28.17
1VMZM,c008,0.80,8.80,28.17
3A400,c115,1.40,7.50,25.42
3A400,c027,3.10,8.30,25.42
3A400,c150,0.00,6.10,25.42
3A400,c032,2.70,26.00,25.42
3A400,c026,2.20,26.00,25.42
3A400,c097,0.00,4.80,25.42
3A400,c025,21.90,26.00,25.42
VSYFA,c061,3.50,32.00,31.08
VSYFA,c155,0.00,3.90,31.08
VSYFA,c020,3.90,32.00,31.08
VSYFA,c097,18.00,32.00,31.08
VSYFA,c156,0.00,5.10,31.08
VSYFA,c151,0.00,2.70,31.08
VSYFA,c059,0.00,2.80,31.08
VSYFA,c155,0.00,12.00,31.08
VSYFA,c063,2.50,7.20,31.08
GIQEO,c008,0.00,7.90,28.67
GIQEO,c107,3.70,12.60,28.67
GIQEO,c015,14.40,27.20,28.67
GIQEO,c018,14.50,27.30,28.67
GIQEO,c087,14.40,26.30,28.67
GIQEO,c096,16.50,27.90,28.67
GIQEO,c109,11.80,17.80,28.67
GIQEO,c017,22.40,29.20,28.67
GIQEO,c106,3.70,14.20,28.67
GIQEO,c097,0.40,8.00,28.67
GIQEO,c141,0.00,6.90,28.67
UMUBT,c075,0.00,10.50,33.83
UMUBT,c102,9.00,32.70,33.83
UMUBT,c127,11.90,32.80,33.83
1PILH,c102,29.50,37.00,35.58
1PILH,c095,0.00,27.50,35.58
1PILH,c154,23.70,31.20,35.58
1PILH,c127,29.40,37.00,35.58
1PILH,c098,28.50,37.00,35.58
OK2AF,c006,13.50,21.20,30.96
OK2AF,c009,25.90,31.10,30.96
OK2AF,c132,0.00,14.10,30.96
OK2AF,c132,0.00,2.80,30.96
OK2AF,c008,9.00,20.00,30.96
OK2AF,c030,23.00,30.00,30.96
OK2AF,c097,10.60,17.00,30.96
OK2AF,c123,0.00,24.20,30.96
0QMGP,c139,23.70,32.00,30.58
0QMGP,c047,0.00,15.60,30.58
0QMGP,c049,9.60,17.00,30.58
0QMGP,c009,9.30,17.00,30.58
0QMGP,c097,16.10,21.30,30.58
GBZAK,c026,0.00,11.50,28.33
GBZAK,c145,0.00,14.50,28.33
GBZAK,c070,13.00,22.00,28.33
GBZAK,c071,15.50,24.00,28.33
GBZAK,c072,22.80,29.00,28.33
GBZAK,c115,0.00,19.50,28.33
GBZAK,c125,0.00,26.70,28.33
GBZAK,c124,24.40,29.00,28.33
O8FBU,c072,21.30,34.00,32.75
O8FBU,c148,1.30,24.50,32.75
O8FBU,c000,4.60,16.10,32.75
O8FBU,c070,22.60,34.00,32.75
O8FBU,c073,22.30,27.40,32.75
W3Y5Q,c023,9.30,15.30,28.46
W3Y5Q,c008,20.70,25.40,28.46
W3Y5Q,c097,21.80,26.80,28.46
W3Y5Q,c020,10.30,29.00,28.46
9SKPI,c081,17.00,26.00,36.96
9SKPI,c082,0.00,18.00,36.96
9SKPI,c033,25.00,38.00,36.96
9SKPI,c110,12.60,17.40,36.96
9SKPI,c012,0.00,17.60,36.96
9SKPI,c109,18.00,24.60,36.96
FVMVY,c001,0.00,13.00,36.54
FVMVY,c098,34.60,38.00,36.54
FVMVY,c005,34.60,38.00,36.54
FVMVY,c108,34.60,38.00,36.54
FVMVY,c059,34.60,38.00,36.54
FVMVY,c151,34.60,38.00,36.54
JAAVR,c106,22.60,30.40,39.62
JAAVR,c124,0.00,5.40,39.62
JAAVR,c154,1.40,12.30,39.62
JAAVR,c129,11.50,26.60,39.62
JAAVR,c097,8.10,13.70,39.62
6ZJAL,c061,14.00,24.10,33.38
6ZJAL,c156,25.30,34.00,33.38
6ZJAL,c026,9.20,16.70,33.38
6ZJAL,c031,11.70,16.20,33.38
6ZJAL,c126,11.50,16.50,33.38
6ZJAL,c059,7.90,17.20,33.38
6ZJAL,c151,14.20,26.60,33.38
6ZJAL,c123,11.20,22.40,33.38
6ZJAL,c027,18.40,30.80,33.38
6ZJAL,c032,15.20,27.10,33.38
DVM8I,c075,0.00,13.50,30.33
DVM8I,c141,9.20,14.10,30.33
DVM8I,c006,16.40,23.10,30.33
DVM8I,c008,9.10,14.80,30.33
DVM8I,c074,13.30,18.40,30.33
DVM8I,c113,9.20,14.60,30.33
WE2PF,c021,3.30,12.20,30.88
WE2PF,c065,9.00,22.70,30.88
WE2PF,c123,0.00,32.00,30.88
WE2PF,c153,16.60,27.40,30.88
WE2PF,c156,7.60,22.60,30.88
WE2PF,c059,0.00,32.00,30.88
WE2PF,c020,3.10,19.30,30.88
WE2PF,c020,0.00,11.60,30.88
WE2PF,c132,0.00,32.00,30.88
WE2PF,c061,2.00,32.00,30.88
PSSJ8,c105,22.10,29.70,29.71
PSSJ8,c061,0.00,20.60,29.71
PSSJ8,c006,6.30,14.70,29.71
PSSJ8,c009,15.00,20.60,29.71
PSSJ8,c150,5.10,10.80,29.71
PSSJ8,c118,0.00,19.70,29.71
PSSJ8,c119,15.10,20.90,29.71
9I034,c147,0.00,25.60,26.33
7E6AB,c063,8.00,13.90,15.88
7E6AB,c143,0.70,6.50,15.88
7E6AB,c152,4.60,10.90,15.88
7E6AB,c142,10.50,17.00,15.88
4FAWP,c012,0.00,26.80,30.96
4FAWP,c038,0.00,24.30,30.96
4FAWP,c087,19.50,32.00,30.96
4FAWP,c013,5.40,22.00,30.96
4FAWP,c018,21.10,25.70,30.96
4FAWP,c009,9.00,14.20,30.96
4FAWP,c015,20.00,32.00,30.96
X5E6E,c106,5.70,11.50,25.83
X5E6E,c028,10.60,27.00,25.83
X5E6E,c037,8.50,27.00,25.83
X5E6E,c026,10.60,27.00,25.83
X5E6E,c021,10.60,27.00,25.83
X5E6E,c020,8.10,25.20,25.83
X5E6E,c030,9.70,15.90,25.83
X5E6E,c023,7.70,13.00,25.83
R00L7,c032,15.30,24.70,30.21
R00L7,c147,0.00,31.00,30.21
R00L7,c029,13.00,20.60,30.21
R00L7,c062,3.60,8.80,30.21
R00L7,c152,0.00,31.00,30.21
LXJ86,c090,15.60,40.00,44.42
LXJ86,c028,38.50,45.00,44.42
LXJ86,c092,26.20,41.10,44.42
LXJ86,c026,1.60,45.00,44.42
LXJ86,c030,38.20,45.00,44.42
EAWW4,c008,3.00,9.40,18.12
EAWW4,c081,7.60,15.00,18.12
EAWW4,c054,7.00,14.70,18.12
EAWW4,c113,2.50,9.30,18.12
EAWW4,c056,0.00,4.90,18.12
KLZN8,c059,0.00,27.80,30.25
KLZN8,c015,0.00,28.20,30.25
KLZN8,c016,0.00,28.40,30.25
WWL0M,c125,0.00,30.00,29.17
WWL0M,c015,8.80,30.00,29.17
WWL0M,c104,10.70,30.00,29.17
WWL0M,c106,0.00,6.70,29.17
EBHC9,c012,4.00,19.90,29.08
EBHC9,c076,0.00,12.80,29.08
EBHC9,c118,11.70,21.10,29.08
EBHC9,c120,11.10,20.20,29.08
EBHC9,c119,14.00,20.20,29.08
QY75H,c067,0.00,21.60,34.29
QY75H,c048,0.90,12.30,34.29
QY75H,c052,1.10,14.50,34.29
QY75H,c106,24.10,32.20,34.29
QY75H,c108,9.80,21.90,34.29
QY75H,c047,1.30,6.50,34.29
QY75H,c049,1.30,8.50,34.29
QY75H,c107,24.40,29.50,34.29
QY75H,c051,0.00,8.90,34.29
QY75H,c120,10.90,20.40,34.29
QY75H,c118,25.10,30.70,34.29
QY75H,c110,23.80,30.70,34.29
QY75H,c109,23.20,31.70,34.29
08KKF,c122,0.00,6.70,34.67
08KKF,c076,0.00,36.00,34.67
08KKF,c107,0.00,36.00,34.67
UEP20,c065,18.70,28.70,30.58
UEP20,c069,17.90,22.70,30.58
UEP20,c026,0.00,15.60,30.58
UEP20,c113,11.80,18.60,30.58
UEP20,c067,19.10,32.00,30.58
UEP20,c081,11.60,19.20,30.58
UEP20,c028,11.80,19.80,30.58
UEP20,c156,16.40,31.40,30.58
UEP20,c116,12.60,21.60,30.58
UEP20,c134,14.60,23.10,30.58
UEP20,c032,4.60,15.60,30.58
UEP20,c112,18.70,25.00,30.58
UEP20,c097,0.00,5.70,30.58
UEP20,c027,4.10,14.40,30.58
UEP20,c025,10.30,15.60,30.58
IR31O,c106,5.60,12.90,30.96
IR31O,c026,0.00,32.00,30.96
IR31O,c027,1.30,7.70,30.96
IR31O,c032,0.00,32.00,30.96
IR31O,c123,0.00,32.00,30.96
FD9A5,c106,30.80,37.20,43.58
FD9A5,c107,29.40,45.00,43.58
FD9A5,c108,12.20,19.00,43.58
FD9A5,c110,37.30,45.00,43.58
FD9A5,c009,14.60,21.40,43.58
TBXFO,c067,51.80,58.00,56.58
TBXFO,c104,30.80,41.10,56.58
TBXFO,c057,15.50,24.10,56.58
TBXFO,c097,7.10,16.70,56.58
TBXFO,c108,40.70,48.40,56.58
TBXFO,c008,9.30,15.30,56.58
TBXFO,c107,38.20,50.70,56.58
TBXFO,c106,47.80,54.40,56.58
TBXFO,c063,51.80,57.20,56.58
TBXFO,c109,38.50,43.90,56.58
TBXFO,c009,38.50,44.20,56.58
TBXFO,c069,52.90,58.00,56.58
GIKHC,c118,0.00,27.00,25.54
GIKHC,c076,0.00,27.00,25.54
GIKHC,c153,11.80,17.90,25.54
JMCRT,c147,0.00,7.30,29.25
JMCRT,c112,3.90,18.10,29.25
JMCRT,c113,0.00,8.60,29.25
JMCRT,c019,19.30,29.30,29.25
JMCRT,c081,8.50,12.80,29.25
P5ANU,c108,20.90,27.10,28.33
P5ANU,c153,8.80,28.30,28.33
P5ANU,c108,0.80,11.20,28.33
P5ANU,c132,0.00,29.00,28.33
P5ANU,c118,0.00,28.60,28.33
P5ANU,c009,23.80,29.00,28.33
2Z60J,c011,3.30,22.90,24.46
2Z60J,c084,2.20,23.40,24.46
2Z60J,c151,1.60,8.00,24.46
2Z60J,c059,3.80,23.20,24.46
2Z60J,c154,18.20,23.10,24.46
5S1SL,c009,8.10,16.30,31.42
5S1SL,c081,1.10,11.40,31.42
5S1SL,c041,10.80,17.90,31.42
5X5DT,c046,10.60,23.80,28.79
5X5DT,c047,0.00,11.80,28.79
5X5DT,c051,0.00,12.10,28.79
5X5DT,c020,9.30,19.50,28.79
5X5DT,c023,14.20,19.50,28.79
5X5DT,c059,0.00,30.00,28.79
5X5DT,c022,14.60,30.00,28.79
S4D1O,c092,17.10,24.00,30.58
S4D1O,c096,0.00,14.90,30.58
S4D1O,c144,0.00,3.20,30.58
S4D1O,c144,2.70,10.90,30.58
Y6R7T,c015,21.30,30.00,29.42
Y6R7T,c016,20.80,30.00,29.42
Y6R7T,c107,3.30,30.00,29.42
Y6R7T,c108,7.30,17.30,29.42
Y6R7T,c097,3.00,10.30,29.42
UQ93G,c141,21.50,30.00,29.00
UQ93G,c096,3.80,24.70,29.00
UQ93G,c155,4.00,24.70,29.00
UQ93G,c154,1.00,30.00,29.00
UQ93G,c008,21.20,30.00,29.00
UQ93G,c001,22.50,30.00,29.00
UQ93G,c000,9.00,30.00,29.00
UQ93G,c002,9.00,14.20,29.00
UQ93G,c004,13.30,24.40,29.00
UQ93G,c097,22.70,28.90,29.00
4KOBZ,c106,13.70,24.00,29.88
4KOBZ,c065,0.00,6.50,29.88
4KOBZ,c156,0.00,6.00,29.88
4KOBZ,c109,20.40,25.80,29.88
4KOBZ,c110,12.50,17.30,29.88
4KOBZ,c059,0.00,31.00,29.88
4KOBZ,c132,0.00,31.00,29.88
4KOBZ,c009,21.50,26.70,29.88
4KOBZ,c061,0.00,31.00,29.88
BVS2Z,c153,0.00,6.00,27.71
92NRK,c033,0.00,31.00,30.42
92NRK,c063,2.10,7.20,30.42
92NRK,c156,3.20,31.00,30.42
92NRK,c059,0.00,31.00,30.42
92NRK,c132,0.00,31.00,30.42
92NRK,c070,0.00,31.00,30.42
JYBGS,c076,2.50,9.10,19.46
JYBGS,c078,3.10,9.20,19.46
JYBGS,c097,1.40,7.80,19.46
JYBGS,c053,1.50,7.70,19.46
JYBGS,c150,6.40,13.30,19.46
I005F,c061,9.10,15.40,18.12
I005F,c143,5.00,13.10,18.12
I005F,c147,0.00,9.60,18.12
I005F,c156,12.20,18.20,18.12
I005F,c062,0.00,10.00,18.12
I005F,c063,5.80,15.00,18.12
I329H,c061,4.70,38.00,37.00
I329H,c062,5.20,38.00,37.00
I329H,c063,5.40,38.00,37.00
I329H,c020,0.00,38.00,37.00
I329H,c021,0.00,8.90,37.00
I329H,c156,6.50,38.00,37.00
I329H,c044,5.80,38.00,37.00
CWMSY,c075,12.40,33.00,32.00
CWMSY,c077,0.00,11.00,32.00
CWMSY,c053,0.00,33.00,32.00
CWMSY,c076,30.10,33.00,32.00
CWMSY,c079,30.10,33.00,32.00
CWMSY,c070,29.90,33.00,32.00
583F7,c021,10.10,21.90,34.62
583F7,c020,0.00,36.00,34.62
583F7,c156,13.60,36.00,34.62
583F7,c063,0.00,11.70,34.62
583F7,c020,0.00,10.00,34.62
583F7,c023,0.00,10.30,34.62
583F7,c059,9.60,36.00,34.62
583F7,c151,7.40,13.60,34.62
583F7,c061,8.20,36.00,34.62
583F7,c130,0.00,36.00,34.62
583F7,c009,0.00,36.00,34.62
583F7,c011,8.90,36.00,34.62
Y4X8J,c015,1.70,8.80,31.71
Y4X8J,c145,0.00,22.90,31.71
Y4X8J,c090,23.20,31.80,31.71
Y4X8J,c122,0.00,24.20,31.71
Y4X8J,c154,20.50,27.10,31.71
081WM,c106,15.60,31.00,30.29
081WM,c051,3.80,31.00,30.29
081WM,c052,3.60,31.00,30.29
081WM,c088,0.60,31.00,30.29
3TV9E,c119,0.00,10.20,10.12
3TV9E,c153,2.00,7.40,10.12
3TV9E,c106,6.60,11.00,10.12
3TV9E,c110,3.10,8.70,10.12
3TV9E,c107,3.90,11.00,10.12
3TV9E,c118,0.00,9.50,10.12
3TV9E,c121,0.00,8.00,10.12
3TV9E,c120,0.40,9.90,10.12
ZCPG6,c145,3.30,15.00,14.25
ZCPG6,c051,0.00,7.40,14.25
ZCPG6,c011,0.00,15.00,14.25
ZCPG6,c052,0.00,7.20,14.25
ZCPG6,c059,3.30,15.00,14.25
ZCPG6,c014,0.00,7.70,14.25
ZCPG6,c010,0.00,7.90,14.25
417RA,c134,0.00,10.70,30.29
417RA,c135,8.30,31.00,30.29
417RA,c106,15.90,31.00,30.29
417RA,c107,16.40,31.00,30.29
417RA,c146,0.00,11.40,30.29
417RA,c110,15.00,21.30,30.29
417RA,c133,1.60,13.20,30.29
DBN7R,c001,3.10,26.20,30.71
DBN7R,c019,0.00,32.00,30.71
DBN7R,c152,0.00,4.20,30.71
DBN7R,c134,25.10,31.10,30.71
DBN7R,c135,0.00,27.90,30.71
D9V53,c106,4.10,10.20,29.17
D9V53,c059,1.50,28.20,29.17
D9V53,c107,1.10,30.00,29.17
D9V53,c097,25.00,30.00,29.17
D9V53,c151,0.20,5.80,29.17
VKXLL,c115,31.20,66.60,69.83
VKXLL,c117,36.80,65.60,69.83
VKXLL,c151,3.90,13.50,69.83
VKXLL,c125,8.80,68.40,69.83
VKXLL,c116,28.40,36.20,69.83
VKXLL,c116,44.50,50.60,69.83
VKXLL,c116,51.40,57.90,69.83
VKXLL,c041,22.10,28.60,69.83
VKXLL,c119,16.90,21.90,69.83
VKXLL,c077,3.20,10.00,69.83
VKXLL,c040,1.50,6.20,69.83
VKXLL,c154,64.00,69.40,69.83
VKXLL,c043,1.50,6.20,69.83
VKXLL,c144,26.30,32.00,69.83
8XXZZ,c055,5.50,17.10,29.92
8XXZZ,c016,15.20,29.00,29.92
8XXZZ,c150,0.00,9.50,29.92
8XXZZ,c015,14.20,30.20,29.92
8XXZZ,c018,13.70,20.90,29.92
KU25F,c076,0.00,31.00,30.21
KU25F,c015,0.00,31.00,30.21
KU25F,c017,0.00,29.00,30.21
M1SRW,c015,0.00,27.10,30.75
M1SRW,c017,21.10,27.10,30.75
M1SRW,c009,22.50,27.10,30.75
M1SRW,c016,0.00,25.40,30.75
UFVO8,c006,7.60,13.20,15.62
UFVO8,c008,3.00,9.80,15.62
UFVO8,c098,0.00,10.80,15.62
UFVO8,c099,5.40,11.00,15.62
UFVO8,c113,3.20,10.90,15.62
UFVO8,c112,7.60,13.90,15.62
MZAN6,c006,16.50,23.30,31.50
MZAN6,c008,12.80,18.40,31.50
MZAN6,c105,16.00,20.90,31.50
MZAN6,c144,0.00,12.60,31.50
MZAN6,c097,13.90,20.10,31.50
MZAN6,c096,5.90,14.10,31.50
USM36,c129,0.20,5.20,32.88
USM36,c048,0.00,2.60,32.88
USM36,c106,0.80,5.20,32.88
USM36,c135,10.10,34.00,32.88
USM36,c051,3.00,13.80,32.88
USM36,c014,6.00,14.30,32.88
USM36,c052,5.30,11.60,32.88
USM36,c011,0.00,14.10,32.88
GOWDG,c081,2.80,9.60,31.92
GOWDG,c098,0.00,12.10,31.92
GOWDG,c099,8.60,20.40,31.92
GOWDG,c008,0.00,6.50,31.92
GOWDG,c152,12.00,25.80,31.92
GOWDG,c127,10.90,19.20,31.92
GOWDG,c097,2.70,13.80,31.92
GOWDG,c149,9.10,16.50,31.92
GOWDG,c141,1.90,8.80,31.92
MPFSX,c097,24.80,31.30,30.96
MPFSX,c139,9.00,32.00,30.96
MPFSX,c076,24.80,32.00,30.96
MPFSX,c154,0.00,4.60,30.96
MPFSX,c059,0.00,3.20,30.96
1BVUA,c088,14.20,30.10,29.96
1BVUA,c146,27.10,31.00,29.96
1BVUA,c134,0.00,31.00,29.96
1BVUA,c154,26.70,31.00,29.96
1BVUA,c133,5.80,18.40,29.96
JDDD8,c060,11.80,24.00,22.58
JDDD8,c063,0.50,7.50,22.58
JDDD8,c062,10.00,14.40,22.58
JDDD8,c012,0.00,7.50,22.58
JDDD8,c114,7.30,24.00,22.58
JDDD8,c061,0.20,11.70,22.58
JDDD8,c081,5.50,11.80,22.58
JDDD8,c064,6.80,11.80,22.58
6IIV9,c070,0.00,35.00,33.88
6IIV9,c072,0.00,35.00,33.88
6IIV9,c094,0.00,35.00,33.88
6IIV9,c096,0.00,35.00,33.88
6IIV9,c149,0.00,35.00,33.88
6IIV9,c152,0.00,35.00,33.88
6IIV9,c000,0.00,35.00,33.88
V9RT3,c019,0.00,2.90,29.12
V9RT3,c059,0.00,18.50,29.12
V9RT3,c154,14.80,20.10,29.12
V9RT3,c052,0.00,17.70,29.12
V9RT3,c011,0.00,17.70,29.12
V9RT3,c015,0.00,14.80,29.12
V9RT3,c017,17.00,21.50,29.12
V9RT3,c014,0.00,18.80,29.12
Q3XBQ,c145,2.10,19.30,34.17
Q3XBQ,c107,20.40,31.10,34.17
Q3XBQ,c001,16.10,21.80,34.17
Q3XBQ,c153,8.30,16.90,34.17
Q3XBQ,c151,0.00,6.60,34.17
Q3XBQ,c106,3.10,11.70,34.17
Q3XBQ,c108,11.90,22.70,34.17
Q3XBQ,c003,18.20,31.90,34.17
Q3XBQ,c154,8.40,21.00,34.17
Q3XBQ,c074,12.90,30.00,34.17
Q3XBQ,c110,19.00,24.90,34.17
Q3XBQ,c011,1.80,31.10,34.17
Q3XBQ,c109,24.50,30.40,34.17
Q3XBQ,c012,16.10,21.50,34.17
Q3XBQ,c009,25.00,30.00,34.17
Q3XBQ,c014,1.20,12.60,34.17
1BPX5,c033,5.10,34.00,33.00
1BPX5,c076,28.50,34.00,33.00
1BPX5,c072,19.10,26.70,33.00
1BPX5,c078,25.40,32.80,33.00
1BPX5,c124,1.20,24.50,33.00
UNQD7,c040,21.50,33.00,31.96
UNQD7,c112,0.30,6.50,31.96
UNQD7,c006,0.30,7.60,31.96
LURSW,c106,0.00,10.00,9.29
LURSW,c107,0.00,10.00,9.29
Q8UJ8,c106,8.30,19.30,29.00
Q8UJ8,c011,0.60,30.00,29.00
Q8UJ8,c021,0.90,5.90,29.00
Q8UJ8,c151,0.00,3.20,29.00
Q8UJ8,c059,0.00,30.00,29.00
0Z57Y,c098,16.90,33.00,32.00
0Z57Y,c102,21.70,33.00,32.00
0Z57Y,c097,14.50,20.90,32.00
0Z57Y,c092,22.20,33.00,32.00
Q6ZD9,c000,1.60,17.80,28.38
Q6ZD9,c001,1.60,17.80,28.38
Q6ZD9,c004,10.60,17.80,28.38
Q6ZD9,c153,16.30,23.20,28.38
Q6ZD9,c114,2.00,24.70,28.38
U386F,c015,9.10,32.00,31.17
U386F,c134,0.00,32.00,31.17
U386F,c019,12.40,32.00,31.17
U386F,c135,0.00,32.00,31.17
U386F,c153,6.00,13.50,31.17
U386F,c132,0.00,32.00,31.17
U386F,c018,7.70,12.90,31.17
E67EF,c044,10.20,19.60,20.58
7BL9D,c065,4.20,11.50,31.04
7BL9D,c067,6.10,11.20,31.04
7BL9D,c061,6.10,11.20,31.04
7BL9D,c082,10.60,32.00,31.04
7BL9D,c156,4.20,11.50,31.04
43OXO,c122,2.60,25.00,24.54
43OXO,c118,19.90,25.00,24.54
43OXO,c009,13.00,20.00,24.54
43OXO,c012,4.40,24.70,24.54
43OXO,c120,19.80,25.00,24.54
43OXO,c123,2.20,7.90,24.54
43OXO,c119,3.90,11.50,24.54
43OXO,c011,2.20,7.90,24.54
43OXO,c154,20.20,25.00,24.54
43OXO,c037,11.30,20.50,24.54
43OXO,c146,0.00,4.70,24.54
43OXO,c116,6.90,15.10,24.54
43OXO,c028,6.90,15.10,24.54
SOR8E,c020,0.00,29.00,27.67
SOR8E,c149,5.60,29.00,27.67
SOR8E,c142,4.60,10.60,27.67
SOR8E,c143,1.30,7.40,27.67
SOR8E,c020,0.00,7.70,27.67
SOR8E,c152,17.70,28.90,27.67
SOR8E,c130,3.40,29.00,27.67
BWHUX,c009,4.70,10.10,14.62
BWHUX,c015,0.00,16.00,14.62
BWHUX,c149,0.00,9.20,14.62
BWHUX,c097,11.70,16.00,14.62
BWHUX,c016,0.00,16.00,14.62
V45U8,c014,0.00,33.00,31.79
V45U8,c056,27.60,33.00,31.79
V45U8,c053,28.40,33.00,31.79
V45U8,c145,13.40,18.20,31.79
V45U8,c054,19.00,24.60,31.79
88TCK,c156,24.70,32.00,31.33
88TCK,c063,25.20,32.00,31.33
88TCK,c004,0.00,25.60,31.33
88TCK,c002,3.00,25.30,31.33
88TCK,c009,25.70,32.00,31.33
88TCK,c000,3.00,25.30,31.33
88TCK,c001,3.00,25.30,31.33
WZCPT,c062,14.50,21.00,30.12
WZCPT,c143,3.40,10.50,30.12
WZCPT,c063,11.60,18.50,30.12
WZCPT,c142,10.40,18.20,30.12
G70CT,c104,0.00,3.50,30.58
G70CT,c015,20.50,32.00,30.58
G70CT,c097,2.90,8.90,30.58
G70CT,c098,0.00,18.10,30.58
G70CT,c102,3.70,14.30,30.58
G70CT,c127,4.10,14.60,30.58
9WE7L,c098,0.00,32.00,31.12
9WE7L,c102,14.70,29.30,31.12
9WE7L,c151,2.10,10.10,31.12
9WE7L,c154,10.90,19.80,31.12
9WE7L,c127,15.00,24.10,31.12
SOTQ1,c115,6.50,33.00,31.50
SOTQ1,c032,5.60,18.70,31.50
SOTQ1,c152,18.80,25.20,31.50
SOTQ1,c149,25.90,31.30,31.50
8V9OD,c094,0.00,8.40,22.38
8V9OD,c070,0.00,8.00,22.38
8V9OD,c152,0.70,15.00,22.38
8V9OD,c093,0.00,23.00,22.38
8V9OD,c096,0.00,23.00,22.38
8V9OD,c072,0.00,23.00,22.38
3VRTT,c070,0.20,11.90,15.79
3VRTT,c075,0.00,9.80,15.79
3VRTT,c097,6.40,11.00,15.79
3VRTT,c071,4.40,12.50,15.79
3VRTT,c150,5.90,12.00,15.79
3VRTT,c073,5.70,11.80,15.79
F9YMU,c006,0.00,9.10,30.88
F9YMU,c011,9.30,32.00,30.88
F9YMU,c059,8.10,32.00,30.88
F9YMU,c117,11.90,16.50,30.88
F9YMU,c051,8.10,14.10,30.88
F9YMU,c151,10.10,15.50,30.88
